gene,gene_name,chromosome,description,entrez_id,LPS_vs_PBS_IP.l2fc,LPS_vs_PBS_IP.padj,IP_LPS_avg_fpkm,IP_PBS_avg_fpkm
ENSMUSG00000049630,C1ql3,2,C1q-like 3 [Source:MGI Symbol;Acc:MGI:2387350],227580,-0.423759523,0.03130524,10.82378126,15.24652264
ENSMUSG00000052302,Tbc1d30,10,"TBC1 domain family, member 30 [Source:MGI Symbol;Acc:MGI:1921944]",74694,-0.423899288,0.023711262,7.693468274,10.74375207
ENSMUSG00000024220,Zfp523,17,zinc finger protein 523 [Source:MGI Symbol;Acc:MGI:2687278],224656,-0.423974959,0.014922229,5.160762618,7.262020425
ENSMUSG00000030306,Tmtc1,6,transmembrane and tetratricopeptide repeat containing 1 [Source:MGI Symbol;Acc:MGI:3039590],387314,-0.424256869,0.006589354,31.08213319,43.82125455
ENSMUSG00000004383,Large1,8,LARGE xylosyl- and glucuronyltransferase 1 [Source:MGI Symbol;Acc:MGI:1342270],16795,-0.42442324,0.006727905,13.81839526,19.51441733
ENSMUSG00000033526,Ppip5k1,2,diphosphoinositol pentakisphosphate kinase 1 [Source:MGI Symbol;Acc:MGI:2443281],327655,-0.425234635,0.019392252,12.09189374,16.70547874
ENSMUSG00000034177,Rnf43,11,ring finger protein 43 [Source:MGI Symbol;Acc:MGI:2442609],207742,-0.425308028,0.049572582,3.951361397,5.604365871
ENSMUSG00000018750,Zbtb4,11,zinc finger and BTB domain containing 4 [Source:MGI Symbol;Acc:MGI:1922830],75580,-0.426189707,0.004342913,20.40587908,28.74474222
ENSMUSG00000038351,Sgsm2,11,small G protein signaling modulator 2 [Source:MGI Symbol;Acc:MGI:2144695],97761,-0.426883352,0.023603024,10.15763016,13.98069746
ENSMUSG00000048814,Lonrf2,1,LON peptidase N-terminal domain and ring finger 2 [Source:MGI Symbol;Acc:MGI:1920209],381338,-0.426951252,0.025779862,7.430906521,10.44302869
ENSMUSG00000056211,R3hdm1,1,R3H domain containing 1 [Source:MGI Symbol;Acc:MGI:2448514],226412,-0.427318476,0.011475226,24.53639412,34.90632174
ENSMUSG00000044252,Osbpl1a,18,oxysterol binding protein-like 1A [Source:MGI Symbol;Acc:MGI:1927551],64291,-0.428369689,0.002296644,33.83235672,47.58796347
ENSMUSG00000085438,Oip5os1,2,"Opa interacting protein 5, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1913852]",66602,-0.428588167,0.002232693,23.09174765,32.36279684
ENSMUSG00000033597,Caskin1,17,CASK interacting protein 1 [Source:MGI Symbol;Acc:MGI:2442952],268932,-0.428988141,0.015175051,5.577872728,7.878337224
ENSMUSG00000030357,Fkbp4,6,FK506 binding protein 4 [Source:MGI Symbol;Acc:MGI:95543],14228,-0.429237955,0.035920644,35.93320101,49.62860659
ENSMUSG00000018199,Ro60,1,"Ro60, Y RNA binding protein [Source:MGI Symbol;Acc:MGI:106652]",20822,-0.429622572,0.00597649,11.84917352,16.66205939
ENSMUSG00000000308,Ckmt1,2,"creatine kinase, mitochondrial 1, ubiquitous [Source:MGI Symbol;Acc:MGI:99441]",12716,-0.430267305,0.019537785,18.75174155,26.54650115
ENSMUSG00000047193,Dync2h1,9,dynein cytoplasmic 2 heavy chain 1 [Source:MGI Symbol;Acc:MGI:107736],110350,-0.430820598,0.038320692,3.578026644,5.035700327
ENSMUSG00000089809,Rasgef1b,5,"RasGEF domain family, member 1B [Source:MGI Symbol;Acc:MGI:2443755]",320292,-0.430877512,0.021761211,5.974217652,8.499535907
ENSMUSG00000042105,Inpp5f,7,inositol polyphosphate-5-phosphatase F [Source:MGI Symbol;Acc:MGI:2141867],101490,-0.43143532,0.018788705,10.90582663,15.34806586
ENSMUSG00000021180,Rps6ka5,12,"ribosomal protein S6 kinase, polypeptide 5 [Source:MGI Symbol;Acc:MGI:1920336]",73086,-0.431669045,0.040735264,3.522294903,5.028369939
ENSMUSG00000038668,Lpar1,4,lysophosphatidic acid receptor 1 [Source:MGI Symbol;Acc:MGI:108429],14745,-0.431793656,0.003137255,32.21823976,45.72610798
ENSMUSG00000068270,Shroom4,X,shroom family member 4 [Source:MGI Symbol;Acc:MGI:2685570],208431,-0.431921901,0.003099882,20.79957803,29.20940687
ENSMUSG00000033392,Clasp2,9,CLIP associating protein 2 [Source:MGI Symbol;Acc:MGI:1923749],76499,-0.431991694,0.001787974,29.1677347,41.3325776
ENSMUSG00000027339,Rassf2,2,Ras association (RalGDS/AF-6) domain family member 2 [Source:MGI Symbol;Acc:MGI:2442060],215653,-0.432138118,0.006887025,15.75698336,22.39776525
ENSMUSG00000028402,Mpdz,4,multiple PDZ domain crumbs cell polarity complex component [Source:MGI Symbol;Acc:MGI:1343489],17475,-0.43252523,0.002006638,21.61428026,30.52393364
ENSMUSG00000022594,Lynx1,15,Ly6/neurotoxin 1 [Source:MGI Symbol;Acc:MGI:1345180],23936,-0.433151329,0.007950962,24.31804403,33.95726701
ENSMUSG00000030123,Plxnd1,6,plexin D1 [Source:MGI Symbol;Acc:MGI:2154244],67784,-0.433758474,0.006228604,24.27521535,33.91257499
ENSMUSG00000027784,Ppm1l,3,protein phosphatase 1 (formerly 2C)-like [Source:MGI Symbol;Acc:MGI:2139740],242083,-0.433953721,0.013585641,9.830031264,13.93316938
ENSMUSG00000029869,Ephb6,6,Eph receptor B6 [Source:MGI Symbol;Acc:MGI:1096338],13848,-0.434394833,0.02718257,6.68494435,9.446541844
ENSMUSG00000064043,Trerf1,17,transcriptional regulating factor 1 [Source:MGI Symbol;Acc:MGI:2442086],224829,-0.434471406,0.015277651,4.912730524,6.967186812
ENSMUSG00000026626,Ppp2r5a,1,"protein phosphatase 2, regulatory subunit B', alpha [Source:MGI Symbol;Acc:MGI:2388479]",226849,-0.434502723,0.004272607,29.36341439,41.66785801
ENSMUSG00000015090,Ptgds,2,prostaglandin D2 synthase (brain) [Source:MGI Symbol;Acc:MGI:99261],19215,-0.434848124,0.01358806,5240.37221,7390.617689
ENSMUSG00000014426,Map3k4,17,mitogen-activated protein kinase kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1346875],26407,-0.434993286,0.003191568,14.54829184,20.57936654
ENSMUSG00000059742,Kcnh7,2,"potassium voltage-gated channel, subfamily H (eag-related), member 7 [Source:MGI Symbol;Acc:MGI:2159566]",170738,-0.435311193,0.016040724,7.065319596,10.00702056
ENSMUSG00000036446,Lum,10,lumican [Source:MGI Symbol;Acc:MGI:109347],17022,-0.435316618,0.014844414,23.7621924,33.61815632
ENSMUSG00000042428,Mgat3,15,mannoside acetylglucosaminyltransferase 3 [Source:MGI Symbol;Acc:MGI:104532],17309,-0.435425915,0.004678524,15.89563062,22.63934237
ENSMUSG00000010307,Tmem86a,7,transmembrane protein 86A [Source:MGI Symbol;Acc:MGI:1915143],67893,-0.436282199,0.030226959,14.45427186,20.67799642
ENSMUSG00000037990,Sh3rf3,10,SH3 domain containing ring finger 3 [Source:MGI Symbol;Acc:MGI:2444637],237353,-0.436759429,0.028787496,3.91434846,5.569115304
ENSMUSG00000054517,Trim65,11,tripartite motif-containing 65 [Source:MGI Symbol;Acc:MGI:2442815],338364,-0.436794506,0.031236084,4.445842362,6.306278704
ENSMUSG00000034518,Hmgxb4,8,HMG box domain containing 4 [Source:MGI Symbol;Acc:MGI:1918073],70823,-0.437131242,0.028437215,7.048061275,9.856850454
ENSMUSG00000048249,Crebrf,17,CREB3 regulatory factor [Source:MGI Symbol;Acc:MGI:1924378],77128,-0.437176276,0.006235479,15.61672978,22.23682074
ENSMUSG00000028399,Ptprd,4,"protein tyrosine phosphatase, receptor type, D [Source:MGI Symbol;Acc:MGI:97812]",19266,-0.437547172,0.003096598,15.44456245,21.98634225
ENSMUSG00000040265,Dnm3,1,dynamin 3 [Source:MGI Symbol;Acc:MGI:1341299],103967,-0.437685527,0.002223099,15.0539083,21.19855657
ENSMUSG00000055745,Rtl6,15,retrotransposon Gag like 6 [Source:MGI Symbol;Acc:MGI:2675858],223732,-0.437815038,0.031955519,3.768572518,5.368155799
ENSMUSG00000042156,Dzip1,14,DAZ interacting protein 1 [Source:MGI Symbol;Acc:MGI:1914311],66573,-0.438173922,0.032479572,9.739638268,13.91348476
ENSMUSG00000072966,Gprasp2,X,G protein-coupled receptor associated sorting protein 2 [Source:MGI Symbol;Acc:MGI:2442071],245607,-0.438214444,0.015175051,8.335885054,11.8891766
ENSMUSG00000025241,Fyco1,9,FYVE and coiled-coil domain containing 1 [Source:MGI Symbol;Acc:MGI:107277],17281,-0.438334868,0.00642451,31.66537883,44.91489305
ENSMUSG00000037138,Aff3,1,"AF4/FMR2 family, member 3 [Source:MGI Symbol;Acc:MGI:106927]",16764,-0.440230134,0.015108316,10.46121308,14.96592711
ENSMUSG00000031024,Denn2b,7,DENN domain containing 2B [Source:MGI Symbol;Acc:MGI:108517],76954,-0.442658229,0.016498888,12.01196898,17.17005287
ENSMUSG00000041762,Gpr155,2,G protein-coupled receptor 155 [Source:MGI Symbol;Acc:MGI:1915776],68526,-0.442870578,0.034111666,6.761788194,9.636640731
ENSMUSG00000029185,Fam114a1,5,"family with sequence similarity 114, member A1 [Source:MGI Symbol;Acc:MGI:1915553]",68303,-0.443753774,0.027057429,11.81247027,16.19435697
ENSMUSG00000002428,Hltf,3,helicase-like transcription factor [Source:MGI Symbol;Acc:MGI:1196437],20585,-0.444308871,0.022345098,7.246441391,10.20839441
ENSMUSG00000029330,Cds1,5,CDP-diacylglycerol synthase 1 [Source:MGI Symbol;Acc:MGI:1921846],74596,-0.444525024,0.032287627,5.336543511,7.656487425
ENSMUSG00000045333,Zfp423,8,zinc finger protein 423 [Source:MGI Symbol;Acc:MGI:1891217],94187,-0.444629436,0.001828739,20.9845214,29.96271176
ENSMUSG00000021573,Tppp,13,tubulin polymerization promoting protein [Source:MGI Symbol;Acc:MGI:1920198],72948,-0.444757523,0.002897469,20.09520857,28.68837766
ENSMUSG00000029070,Mxra8,4,matrix-remodelling associated 8 [Source:MGI Symbol;Acc:MGI:1922011],74761,-0.445037126,0.006173581,34.70870893,49.57027406
ENSMUSG00000022013,Dnajc15,14,DnaJ heat shock protein family (Hsp40) member C15 [Source:MGI Symbol;Acc:MGI:1913398],66148,-0.445124312,0.020876308,4.203375149,6.025435712
ENSMUSG00000029436,Mmp17,5,matrix metallopeptidase 17 [Source:MGI Symbol;Acc:MGI:1346076],23948,-0.445283165,0.033097997,3.766353715,5.418723101
ENSMUSG00000001323,Srr,11,serine racemase [Source:MGI Symbol;Acc:MGI:1351636],27364,-0.445303956,0.028149209,10.90330092,15.47948706
ENSMUSG00000108621,Gm33989,7,"predicted gene, 33989 [Source:MGI Symbol;Acc:MGI:5593148]",102637087,-0.445609359,0.008521255,2.480435423,3.546259274
ENSMUSG00000068479,Mfap1a,2,microfibrillar-associated protein 1A [Source:MGI Symbol;Acc:MGI:1914782],67532,-0.446637041,0.031567694,4.574876772,6.598370307
ENSMUSG00000034007,Scaper,9,S phase cyclin A-associated protein in the ER [Source:MGI Symbol;Acc:MGI:1925976],244891,-0.446814501,0.028736214,6.641303623,9.499866567
ENSMUSG00000026932,Nacc2,2,"nucleus accumbens associated 2, BEN and BTB (POZ) domain containing [Source:MGI Symbol;Acc:MGI:1915241]",67991,-0.446846631,0.007989664,10.64255793,15.14201954
ENSMUSG00000042439,Zfp532,18,zinc finger protein 532 [Source:MGI Symbol;Acc:MGI:3036282],328977,-0.446959831,0.00541198,11.04013393,15.81821009
ENSMUSG00000008035,Mid1ip1,X,Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish)) [Source:MGI Symbol;Acc:MGI:1915291],68041,-0.447333933,0.015419653,41.81668712,60.31651936
ENSMUSG00000059974,Ntm,9,neurotrimin [Source:MGI Symbol;Acc:MGI:2446259],235106,-0.447411231,0.021730466,30.11015991,43.65649979
ENSMUSG00000044066,Cep68,11,centrosomal protein 68 [Source:MGI Symbol;Acc:MGI:2667663],216543,-0.447499497,0.00699612,8.623784061,12.35344711
ENSMUSG00000039860,Srrm3,5,serine/arginine repetitive matrix 3 [Source:MGI Symbol;Acc:MGI:1920309],58212,-0.448613237,0.037090726,4.681550724,6.632438727
ENSMUSG00000020585,Laptm4a,12,lysosomal-associated protein transmembrane 4A [Source:MGI Symbol;Acc:MGI:108017],17775,-0.448904065,0.001282759,233.4382078,335.3853994
ENSMUSG00000041117,Ccdc8,7,coiled-coil domain containing 8 [Source:MGI Symbol;Acc:MGI:3612184],434130,-0.449432001,0.0159702,5.883361458,8.44683225
ENSMUSG00000039485,Tspyl4,10,TSPY-like 4 [Source:MGI Symbol;Acc:MGI:106393],72480,-0.449851089,0.005009435,19.20438275,27.4590818
ENSMUSG00000027953,Slc50a1,3,"solute carrier family 50 (sugar transporter), member 1 [Source:MGI Symbol;Acc:MGI:107417]",19729,-0.450590736,0.049473281,19.2587031,27.29914465
ENSMUSG00000023456,Tpi1,6,triosephosphate isomerase 1 [Source:MGI Symbol;Acc:MGI:98797],21991,-0.450668362,0.022163593,35.19629929,49.4526093
ENSMUSG00000045215,Asxl3,18,ASXL transcriptional regulator 3 [Source:MGI Symbol;Acc:MGI:2685175],211961,-0.450807225,0.036950328,1.386173442,2.004171778
ENSMUSG00000024304,Cdh2,18,cadherin 2 [Source:MGI Symbol;Acc:MGI:88355],12558,-0.451592663,0.013798945,10.68835221,15.29763316
ENSMUSG00000030201,Lrp6,6,low density lipoprotein receptor-related protein 6 [Source:MGI Symbol;Acc:MGI:1298218],16974,-0.45166237,0.002315853,29.2944867,42.05616375
ENSMUSG00000040118,Cacna2d1,5,"calcium channel, voltage-dependent, alpha2/delta subunit 1 [Source:MGI Symbol;Acc:MGI:88295]",12293,-0.452273187,0.006701267,9.093475575,13.13116397
ENSMUSG00000037972,Snn,16,stannin [Source:MGI Symbol;Acc:MGI:1276549],20621,-0.453077671,0.010094888,12.62311773,18.22171475
ENSMUSG00000024442,Dele1,18,DAP3 binding cell death enhancer 1 [Source:MGI Symbol;Acc:MGI:1914089],66839,-0.453082647,0.014526791,8.482915634,12.13798441
ENSMUSG00000022106,Rcbtb2,14,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 [Source:MGI Symbol;Acc:MGI:1917200],105670,-0.453315811,0.010476212,7.188549377,10.39870308
ENSMUSG00000036898,Zfp157,5,zinc finger protein 157 [Source:MGI Symbol;Acc:MGI:1919404],72154,-0.45332551,0.040056592,2.804234334,4.092181026
ENSMUSG00000034903,Cobll1,2,Cobl-like 1 [Source:MGI Symbol;Acc:MGI:2442894],319876,-0.453839951,0.003756843,37.89931743,53.91834987
ENSMUSG00000026696,Vamp4,1,vesicle-associated membrane protein 4 [Source:MGI Symbol;Acc:MGI:1858730],53330,-0.453973246,0.011854158,15.67257654,22.69321649
ENSMUSG00000050043,Tmx2,2,thioredoxin-related transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1914208],66958,-0.45433419,0.020946146,13.5406441,19.43406629
ENSMUSG00000022099,Dmtn,14,dematin actin binding protein [Source:MGI Symbol;Acc:MGI:99670],13829,-0.454638538,0.006248626,11.20388755,16.20348532
ENSMUSG00000031673,Cdh11,8,cadherin 11 [Source:MGI Symbol;Acc:MGI:99217],12552,-0.454722348,0.019317631,16.91960831,24.50551479
ENSMUSG00000028128,F3,3,coagulation factor III [Source:MGI Symbol;Acc:MGI:88381],14066,-0.455313549,0.013563781,32.71994331,46.2144404
ENSMUSG00000028354,Fmn2,1,formin 2 [Source:MGI Symbol;Acc:MGI:1859252],54418,-0.455537896,0.008494825,6.006034002,8.680592084
ENSMUSG00000021719,Rgs7bp,13,regulator of G-protein signalling 7 binding protein [Source:MGI Symbol;Acc:MGI:106334],52882,-0.455874499,0.003753172,12.63010345,18.28967254
ENSMUSG00000025728,Pigq,17,"phosphatidylinositol glycan anchor biosynthesis, class Q [Source:MGI Symbol;Acc:MGI:1333114]",14755,-0.456113765,0.04792676,8.355265796,12.00197852
ENSMUSG00000067860,Zic3,X,zinc finger protein of the cerebellum 3 [Source:MGI Symbol;Acc:MGI:106676],22773,-0.456507194,0.014526791,17.86635777,25.4626055
ENSMUSG00000027878,Notch2,3,notch 2 [Source:MGI Symbol;Acc:MGI:97364],18129,-0.456552782,0.010879738,39.71505322,57.44301083
ENSMUSG00000017466,Timp2,11,tissue inhibitor of metalloproteinase 2 [Source:MGI Symbol;Acc:MGI:98753],21858,-0.456622163,0.001023348,55.80556274,80.50240647
ENSMUSG00000022817,Itgb5,16,integrin beta 5 [Source:MGI Symbol;Acc:MGI:96614],16419,-0.456765405,0.036045045,16.41045209,23.05551506
ENSMUSG00000021913,Ogdhl,14,oxoglutarate dehydrogenase-like [Source:MGI Symbol;Acc:MGI:3616088],239017,-0.457144992,0.021798319,8.809872939,12.7455097
ENSMUSG00000040724,Kcna2,3,"potassium voltage-gated channel, shaker-related subfamily, member 2 [Source:MGI Symbol;Acc:MGI:96659]",16490,-0.457296244,0.003080322,11.83251627,17.19769203
ENSMUSG00000024892,Pcx,19,pyruvate carboxylase [Source:MGI Symbol;Acc:MGI:97520],18563,-0.457560337,0.027687012,8.415615825,12.20931678
ENSMUSG00000039578,Ccser1,6,coiled-coil serine rich 1 [Source:MGI Symbol;Acc:MGI:3045354],232035,-0.457762073,0.0453301,2.177789943,3.167102392
ENSMUSG00000042284,Itga1,13,integrin alpha 1 [Source:MGI Symbol;Acc:MGI:96599],109700,-0.458029377,0.006269835,30.44767393,43.81732564
ENSMUSG00000022108,Itm2b,14,integral membrane protein 2B [Source:MGI Symbol;Acc:MGI:1309517],16432,-0.458229343,0.001083488,329.8408531,477.0290726
ENSMUSG00000058997,Vwa8,14,von Willebrand factor A domain containing 8 [Source:MGI Symbol;Acc:MGI:1919008],219189,-0.458337126,0.002080434,10.47490919,15.02359836
ENSMUSG00000087598,Zfp111,7,zinc finger protein 111 [Source:MGI Symbol;Acc:MGI:1929114],56707,-0.459505092,0.046795304,3.183274631,4.573416065
ENSMUSG00000018849,Wwc1,11,"WW, C2 and coiled-coil domain containing 1 [Source:MGI Symbol;Acc:MGI:2388637]",211652,-0.459719153,0.006345598,7.856574818,11.27474183
ENSMUSG00000084890,A830036E02Rik,11,RIKEN cDNA A830036E02 gene [Source:MGI Symbol;Acc:MGI:3686876],353123,-0.459830227,0.049473281,3.857662992,5.630911331
ENSMUSG00000022103,Gfra2,14,glial cell line derived neurotrophic factor family receptor alpha 2 [Source:MGI Symbol;Acc:MGI:1195462],14586,-0.459871406,0.012024498,8.701738832,12.53904798
ENSMUSG00000026425,Srgap2,1,SLIT-ROBO Rho GTPase activating protein 2 [Source:MGI Symbol;Acc:MGI:109605],14270,-0.460298932,0.005701916,36.16244429,52.25130702
ENSMUSG00000031626,Sorbs2,8,sorbin and SH3 domain containing 2 [Source:MGI Symbol;Acc:MGI:1924574],234214,-0.460467773,0.004729703,61.94424397,88.50010265
ENSMUSG00000040631,Dok4,8,docking protein 4 [Source:MGI Symbol;Acc:MGI:2148865],114255,-0.460568211,0.014505294,9.879641325,14.28645437
ENSMUSG00000029469,Ift81,5,intraflagellar transport 81 [Source:MGI Symbol;Acc:MGI:1098597],12589,-0.460745672,0.015108316,7.54771661,10.90225178
ENSMUSG00000022964,Tmem50b,16,transmembrane protein 50B [Source:MGI Symbol;Acc:MGI:1925225],77975,-0.461751611,0.006150307,11.90693136,17.18931121
ENSMUSG00000024743,Syt7,19,synaptotagmin VII [Source:MGI Symbol;Acc:MGI:1859545],54525,-0.461756266,3.60E-04,15.90847482,22.87898246
ENSMUSG00000021700,Rab3c,13,"RAB3C, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1914545]",67295,-0.461922379,0.015003012,27.99301187,40.92415363
ENSMUSG00000036437,Npy1r,8,neuropeptide Y receptor Y1 [Source:MGI Symbol;Acc:MGI:104963],18166,-0.46235845,0.041165466,8.922564377,12.94484912
ENSMUSG00000039031,Arhgap18,10,Rho GTPase activating protein 18 [Source:MGI Symbol;Acc:MGI:1921160],73910,-0.462765965,0.001384161,14.92109722,21.67240056
ENSMUSG00000072704,Smim10l1,6,small integral membrane protein 10 like 1 [Source:MGI Symbol;Acc:MGI:1914379],381820,-0.463043311,0.017353353,27.07394266,39.5033474
ENSMUSG00000027309,4930402H24Rik,2,RIKEN cDNA 4930402H24 gene [Source:MGI Symbol;Acc:MGI:1923029],228602,-0.463892083,0.001759216,16.38200869,23.48418838
ENSMUSG00000038594,Cep85l,10,centrosomal protein 85-like [Source:MGI Symbol;Acc:MGI:3642684],100038725,-0.464431602,0.007512258,7.515788287,10.89505325
ENSMUSG00000003949,Hlf,11,hepatic leukemia factor [Source:MGI Symbol;Acc:MGI:96108],217082,-0.464436655,0.010414362,23.06297045,33.81487475
ENSMUSG00000022048,Dpysl2,14,dihydropyrimidinase-like 2 [Source:MGI Symbol;Acc:MGI:1349763],12934,-0.465081437,4.71E-04,61.44820248,88.27060443
ENSMUSG00000048834,Vstm2a,11,V-set and transmembrane domain containing 2A [Source:MGI Symbol;Acc:MGI:2384826],211739,-0.465344561,0.028625682,8.780932538,12.83698491
ENSMUSG00000052387,Trpm3,19,"transient receptor potential cation channel, subfamily M, member 3 [Source:MGI Symbol;Acc:MGI:2443101]",226025,-0.465848072,0.00884299,15.87932676,23.26500697
ENSMUSG00000027253,Lrp4,2,low density lipoprotein receptor-related protein 4 [Source:MGI Symbol;Acc:MGI:2442252],228357,-0.46653134,0.015367723,11.09019893,16.17977374
ENSMUSG00000042751,Nmnat2,1,nicotinamide nucleotide adenylyltransferase 2 [Source:MGI Symbol;Acc:MGI:2444155],226518,-0.467182125,0.001149765,14.79401691,21.44188374
ENSMUSG00000044864,Ankrd50,3,ankyrin repeat domain 50 [Source:MGI Symbol;Acc:MGI:2139777],99696,-0.467561135,6.01E-04,14.99342666,21.80117346
ENSMUSG00000040009,Gnaz,10,"guanine nucleotide binding protein, alpha z subunit [Source:MGI Symbol;Acc:MGI:95780]",14687,-0.467572781,0.007015467,8.314815504,12.13177196
ENSMUSG00000062519,Zfp398,6,zinc finger protein 398 [Source:MGI Symbol;Acc:MGI:1917856],272347,-0.467767573,0.014030281,4.057478638,5.911980961
ENSMUSG00000058192,Zfp846,9,zinc finger protein 846 [Source:MGI Symbol;Acc:MGI:1924012],244721,-0.467877922,0.039908059,1.259593902,1.824887042
ENSMUSG00000035184,Fam124a,14,"family with sequence similarity 124, member A [Source:MGI Symbol;Acc:MGI:3645930]",629059,-0.468639796,0.039203321,4.121849487,6.033379543
ENSMUSG00000053411,Cbx7,15,chromobox 7 [Source:MGI Symbol;Acc:MGI:1196439],52609,-0.469054646,0.011353878,4.573892734,6.655806084
ENSMUSG00000037822,Smim14,5,small integral membrane protein 14 [Source:MGI Symbol;Acc:MGI:1915802],68552,-0.469192425,0.003481752,11.14814192,16.25951251
ENSMUSG00000053119,Chmp3,6,charged multivesicular body protein 3 [Source:MGI Symbol;Acc:MGI:1913950],66700,-0.469286477,0.005294284,35.89593598,52.27774106
ENSMUSG00000030337,Vamp1,6,vesicle-associated membrane protein 1 [Source:MGI Symbol;Acc:MGI:1313276],22317,-0.469365977,0.02555463,3.576694886,5.236759889
